5794-S;5794-S STAHLBERG Полотенцедержатель 19x16.5x3.5 см (нерж. сталь);1040;руб.;шт;190;руб.;шт;Распродажа;845
9943-S;9943-S STAHLBERG Ложка с прорезями PLUTON 33,7х6см Материал: нейлон +TPR Светло-голубой цвет ручки;426;руб.;шт;190;руб.;шт;Распродажа;2 828
9944-S;9944-S STAHLBERG Шумовка PLUTON 34х11см Материал: нейлон +TPR Светло-голубой цвет ручки;426;руб.;шт;190;руб.;шт;Распродажа;1 884
9945-S;9945-S STAHLBERG Лопатка с прорезями PLUTON 34,2х10см Материал: нейлон +TPR Светло-голубой цвет ручки;426;руб.;шт;190;руб.;шт;Распродажа;970
9947-S;9947-S STAHLBERG Лопатка PLUTON 34,2х8,10см Материал: нейлон +TPR Светло-голубой цвет ручки;426;руб.;шт;190;руб.;шт;Распродажа;1 313
9948-S;9948-S STAHLBERG Ложка PLUTON 33,7х8,6см Материал: нейлон +TPR Светло-голубой цвет ручки;426;руб.;шт;190;руб.;шт;Распродажа;1 558
9950-S;9950-S STAHLBERG Ложка для спагетти PLUTON 33,7х6,2см Материал: нейлон +TPR Светло-голубой цвет ручки;426;руб.;шт;190;руб.;шт;Распродажа;2 828
9951-S;9951-S STAHLBERG Вилка для мяса PLUTON 33,6х4см Материал: нейлон +TPR Светло-голубой цвет ручки;426;руб.;шт;190;руб.;шт;Распродажа;3 057
0260;Лопатка силиконовая CARNAVAL 25см. Цвет: желтый с белой ручкой. Материал: силикон FDA, пластик;318;руб.;шт;191;руб.;шт;Акция -40%;320
7106;Сахарница-дозатор Cadence 8,6х12,4 см, 200 мл Материал:Хром, стекло;389;руб.;шт;195;руб.;шт;Акция -50%;444
8478;Нож для чистки овощей 9см. Материал лезвия: нерж. сталь 3CR13 с антиприлипающим покрытием. Материал ручки: пластик soft touch. Цвет лезвия: белый. Цвет ручки: черный;279;руб.;шт;196;руб.;шт;Акция -30%;16
9842;Терка MINIMI четырехсторонняя 7,62см (нерж. сталь);281;руб.;шт;197;руб.;шт;Акция -30%;172
0257;Лопатка силиконовая CARNAVAL 25,5см. Цвет: красный с белыми кругами. Материал: силикон FDA, полистирол;331;руб.;шт;199;руб.;шт;Акция -40%;510
7904;Кружка EMELIE 280мл. Материал: керамика. Цвет: салатовый;596;руб.;шт;199;руб.;шт;Распродажа;335
7905;Кружка EMELIE 420мл. Материал: керамика. Цвет: голубой.;693;руб.;шт;199;руб.;шт;Распродажа;78
8450;Нож арбузный, 21,2см. Материал: нержавеющая сталь;447;руб.;шт;199;руб.;шт;Распродажа;1 411
0809;Топливо в металлическом контейнере с фитилем для фондю, мармитов, чайников. Время горения 2 часа. Материал: диэтиленгликоль;250;руб.;шт;200;руб.;шт;Акция -20%;3 977
5471;Набор воронок 3 пр. Материал: пластик. Размер: 12см, 12,5см, 14,5см;336;руб.;шт;202;руб.;шт;Акция -40%;601
2811;Форма силиконовая ECO 11,5х12х2см (медведь);342;руб.;шт;206;руб.;шт;Акция -40%;626
2812;Форма силиконовая для яичницы ECO в форме цветка 10,8х2см. Материал: силикон, нерж. сталь 430;342;руб.;шт;206;руб.;шт;Акция -40%;599
2814;Форма силиконовая ECO 13,5х1см (звезда);342;руб.;шт;206;руб.;шт;Акция -40%;332
2815;Форма силиконовая ECO 10х1,8см с ручкой;342;руб.;шт;206;руб.;шт;Акция -40%;689
2896;Коврик силиконовый 19х14,5см цвет красный Материал: FDA;342;руб.;шт;206;руб.;шт;Акция -40%;1 169
9408;Набор приборов для салата LUMINO: вилка, ложка синии (полипропилен);347;руб.;шт;209;руб.;шт;Акция -40%;35
2842;Кухонная прихватка ECO 8х10,3х6см. Материал: силикон;352;руб.;шт;212;руб.;шт;Акция -40%;2 051
5457;Ложка для снятия пены Материал: Нержавеющая сталь 18/0;302;руб.;шт;212;руб.;шт;Акция -30%;1 330
7108;Сахарница-дозатор Cadence 6,8х13 см, 250 мл Материал:Хром, стекло;423;руб.;шт;212;руб.;шт;Акция -50%;72
6492;Воронка ECO 13х11,5х12см Материал: Силикон, PP;355;руб.;шт;213;руб.;шт;Акция -40%;463
3754;Салатник с двойными стенками DIVINITY, 13.5x13.5x7.5 см. Материал: пластик AS. Цвет: красный;360;руб.;шт;216;руб.;шт;Акция -40%;22
3755;Салатник с двойными стенками  DIVINITY, 13.5x13.5x7.5 см. Материал: пластик AS. Цвет: желтый;360;руб.;шт;216;руб.;шт;Акция -40%;68
6364;Ложка с прорезями ALMA с силиконовой ручкой 33см. Материал: нейлон, силикон, нерж.сталь;360;руб.;шт;216;руб.;шт;Акция -40%;821
6365;Половник ALMA с силиконовой ручкой 32см. Материал: нейлон, силикон, нерж.сталь;360;руб.;шт;216;руб.;шт;Акция -40%;536
6366;Шумовка ALMA с силиконовой ручкой 34см. Материал: нейлон, силикон, нерж.сталь;360;руб.;шт;216;руб.;шт;Акция -40%;612
6367;Лопатка ALMA с силиконовой ручкой 35см. Материал: нейлон, силикон, нерж.сталь;360;руб.;шт;216;руб.;шт;Акция -40%;444
6369;Шумовка ALMA с силиконовой ручкой 34см. Материал: нейлон, силикон, нерж.сталь;360;руб.;шт;216;руб.;шт;Акция -40%;499
0267;Воронка BONITA складная силиконовая, диаметр 11см. Цвет: зеленый.;371;руб.;шт;223;руб.;шт;Акция -40%;481
0268;Воронка BONITA складная силиконовая, диаметр 11см. Цвет: розовый;371;руб.;шт;223;руб.;шт;Акция -40%;350
0276;Лопатка OCTAVA 24х5,3х1,3 см Материал: Силикон, ручка TPR 4 цвета;371;руб.;шт;223;руб.;шт;Акция -40%;790
2813;Форма силиконовая для яичницы ECO в форме сердца 12х12см. Материал: силикон, нерж. сталь 430;384;руб.;шт;231;руб.;шт;Акция -40%;1 069
6090;Пробка для бутылки ESTILO c удлиненным концом (хромированный цинковый сплав);384;руб.;шт;231;руб.;шт;Акция -40%;2 218
6866;Нож хлебный ALLOS 20 см (углеродистая сталь X30Cr13);770;руб.;шт;231;руб.;шт;Акция -70%;3143
6422;Открывалка для бутылок NOVEL (нерж. сталь);389;руб.;шт;234;руб.;шт;Акция -40%;1 032
6447-S;6447-S STAHLBERG Венчик CEZAR (нейлон);780;руб.;шт;234;руб.;шт;Акция -70%;257
7186;Колба стеклянная сменная 800мл для френч-прессов (арт. 7444 7440 7184 7204 7012 7018 7020 7023);389;руб.;шт;234;руб.;шт;Акция -40%;371
9056;Нож для авокадо 23 см (нерж. сталь, силикон);389;руб.;шт;234;руб.;шт;Акция -40%;274
9056-S;9056-S STAHLBERG Нож для авокадо MAGNUS 23 см (нерж. сталь, силикон);389;руб.;шт;234;руб.;шт;Акция -40%;1 947
9072-S;9072-S STAHLBERG Ложка для спагетти 33 см (нерж. сталь, силикон);470;руб.;шт;235;руб.;шт;Акция -50%;1 281
0273;Ложка OCTAVA 23,5х6,1х1,5 см Материал: Силикон, ручка TPR  4 цвета;394;руб.;шт;237;руб.;шт;Акция -40%;25
2843;Накладка на ручку. Материал: силикон. Цвет: красный. Размер: 11х4х7 см;394;руб.;шт;237;руб.;шт;Акция -40%;190
2844;Накладка на ручку. Материал: силикон. Цвет: оранжевый. Размер: 11х4х7 см;394;руб.;шт;237;руб.;шт;Акция -40%;28
2846;Накладка на ручку. Материал: силикон. Цвет: фиолетовый. Размер: 11х4х7 см;394;руб.;шт;237;руб.;шт;Акция -40%;133
6747;Нож для мяса Rainbow 10 см в пластиковом чехле, с защитным покрытием, пластиковая ручка (нерж. сталь), 3 цвета в ассортименте;394;руб.;шт;237;руб.;шт;Акция -40%;15
6760;Нож для мяса Rainbow 10 см в пластиковом чехле, с защитным покрытием, пластиковая ручка красная (нерж. сталь);394;руб.;шт;237;руб.;шт;Акция -40%;398
6773;Нож для мяса Rainbow 10 см в пластиковом чехле, с защитным покрытием, пластиковая ручка черная (нерж. сталь);394;руб.;шт;237;руб.;шт;Акция -40%;272
5406;Соковыжималка для цитрусовых ручная 15х7,7см. Материал: пластик AS.;342;руб.;шт;240;руб.;шт;Акция -30%;59
0200;Подставка под горячее ECO 16х16х0,6см. Материал: силикон;405;руб.;шт;243;руб.;шт;Акция -40%;1 522
6329;Лопатка SINTY 25см. Материал: силикон, пластик.;347;руб.;шт;243;руб.;шт;Акция -30%;347
9321-S;9321-S STAHLBERG Вилка из нейлона;486;руб.;шт;243;руб.;шт;Акция -50%;407
0280;Ложка CENTURION серый цвет ручки Материал: PA66;491;руб.;шт;246;руб.;шт;Акция -50%;415
4294-S;4294-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 121х121х97 мм.- 700 мл желтый;712;руб.;шт;249;руб.;шт;Распродажа;242
5826-S;5826-S STAHLBERG Крышка стеклянная к мармиту 5864-S;701;руб.;шт;249;руб.;шт;Распродажа;944
5827-S;5827-S STAHLBERG Крышка стеклянная к мармиту 5865-S;701;руб.;шт;249;руб.;шт;Распродажа;1133
5828-S;5828-S STAHLBERG Крышка стеклянная к мармиту 5866-S;701;руб.;шт;249;руб.;шт;Распродажа;155
5829-S;5829-S STAHLBERG Крышка стеклянная к мармиту 5867-S;701;руб.;шт;249;руб.;шт;Распродажа;182
7210;Стеклянная сменная колба 500ML для 7206;499;руб.;шт;250;руб.;шт;Акция -50%;637
7211;Стеклянная сменная колба 500ML для 7207;499;руб.;шт;250;руб.;шт;Акция -50%;612
0808;Топливо в металлическом контейнере с фитилем для фондю, мармитов, чайников. Время горения 4 часа. Материал: диэтиленгликоль;313;руб.;шт;251;руб.;шт;Акция -20%;3 943
6363;Ложка ALMA с силиконовой ручкой 33см. Материал: нейлон, силикон, нерж.сталь;360;руб.;шт;252;руб.;шт;Акция -30%;148
6435;Открывалка для бутылок ORBIT (нерж. сталь);504;руб.;шт;252;руб.;шт;Акция -50%;3108
0201;Подставка под горячее ECO 15,7х15,7х0,7см. Материал: силикон;423;руб.;шт;254;руб.;шт;Акция -40%;2 522
9061;Соковыжималка цитрусовых 18,0 см (нерж. сталь, силикон);423;руб.;шт;254;руб.;шт;Акция -40%;419
6040-S;6040-S STAHLBERG Подставка для бутылки вина 25X10X25CM (хромированный железный прут);510;руб.;шт;255;руб.;шт;Акция -50%;424
6328;Лопатка SINTY 25,5см. Материал: силикон, пластик.;365;руб.;шт;256;руб.;шт;Акция -30%;438
9811;Овощечистка ECO Р-формы 21х2,7х6,67х2,1см. Материал: нерж. сталь 430, пластик. Ручка: soft-touch;365;руб.;шт;256;руб.;шт;Акция -30%;249
9069-S;9069-S STAHLBERG Ложка с прорезями 35 см (нерж. сталь, силикон);515;руб.;шт;258;руб.;шт;Акция -50%;2 236
9070-S;9070-S STAHLBERG Ложка 35 см (нерж. сталь, силикон);515;руб.;шт;258;руб.;шт;Акция -50%;853
6835-S/48;6835-S/48 STAHLBERG Набор из 48 шт. Нож разделочный PICNIC 10 см (углеродистая  сталь);434;руб.;шт;261;руб.;шт;Акция -40%;17
9428;Салатник LUMINO с двойными стенками 13,6х13х6,5см Цвет: Фиолетовый, Материал: PP;434;руб.;шт;261;руб.;шт;Акция -40%;26
9430;Салатник LUMINO с двойными стенками 13,6х13х6,5см Цвет: Оранжевый, Материал: PP;434;руб.;шт;261;руб.;шт;Акция -40%;25
9431;Салатник LUMINO с двойными стенками 13,6х13х6,5см Цвет: Синий, Материал: PP;434;руб.;шт;261;руб.;шт;Акция -40%;49
9918;Нож для чистки кукурузы AXUDAR 15х8см с покрытием Материал: AS+PP+TPR+S/S2cr13, цвет светло-зеленый;434;руб.;шт;261;руб.;шт;Акция -40%;2864
9984;Щипцы для продуктов CARNIVAL 25,5см Светло-голубой цвет Материал : LFGB нейлон, S/S 18/0 (#430);434;руб.;шт;261;руб.;шт;Акция -40%;1 045
9985;Щипцы для продуктов CARNIVAL 25,5см Синий цвет Материал : LFGB нейлон, S/S 18/0 (#430);434;руб.;шт;261;руб.;шт;Акция -40%;615
3742;3742 WERNER Салфетница. Материал: пластик. Цвет: фиолетовый.;525;руб.;шт;263;руб.;шт;Акция -50%;780
9908;Ложка для мороженого TAMU 17,5х4,5см Материал: AS+PP+TPR;528;руб.;шт;264;руб.;шт;Акция -50%;686
0282;Ложка для спагетти CENTURION серый цвет ручки Материал: PA66;533;руб.;шт;267;руб.;шт;Акция -50%;839
6059-S;6059-S STAHLBERG Подставка для бутылки вина 27X12.5X18CM (хромированный железный прут);890;руб.;шт;267;руб.;шт;Акция -70%;1 838
7208;Стеклянная сменная колба 750ML для 7201;533;руб.;шт;267;руб.;шт;Акция -50%;558
7209;Стеклянная сменная колба 750ML для 7202;533;руб.;шт;267;руб.;шт;Акция -50%;620
6473;"Лопатка для пиццы TRAMONTO 29х7,8 см Материал: ABS; стр & ручка tpr";447;руб.;шт;269;руб.;шт;Акция -40%;2 033
9349;Лопатка для торта (нерж сталь);896;руб.;шт;269;руб.;шт;Акция -70%;315
9844;Терка MINIMI четырехсторонняя 7,62см с магнитом (нерж. сталь, пластик);447;руб.;шт;269;руб.;шт;Акция -40%;1354
9379;9379 WERNER Пресс для гамбургеров PUMP 9,8х12см. Материал: пластик PP;452;руб.;шт;272;руб.;шт;Акция -40%;1 094
9907;Нож для авокадо TAMU 18х6 см Материал: AS+PP+TPR;544;руб.;шт;272;руб.;шт;Акция -50%;653
6895;Нож хлебный AZUR 20 см (углеродистая сталь X30Cr13);909;руб.;шт;273;руб.;шт;Акция -70%;3749
0324;Накладка на ручку. Материал: силикон. Цвет: красный. Размер: 10,5х9х10 см;457;руб.;шт;275;руб.;шт;Акция -40%;83
0325;Накладка на ручку. Материал: силикон. Цвет: оранжевый. Размер: 10,5х9х10 см;457;руб.;шт;275;руб.;шт;Акция -40%;96
0327;Накладка на ручку. Материал: силикон. Цвет: фиолетовый. Размер: 10,5х9х10 см;457;руб.;шт;275;руб.;шт;Акция -40%;38
9353;Лопатка для торта (нерж сталь);914;руб.;шт;275;руб.;шт;Акция -70%;1503
9843;Терка MINIMI четырехсторонняя 6,35см (нерж. сталь, пластик);392;руб.;шт;275;руб.;шт;Акция -30%;1 357
9974;Салфетка плетеная, 45х30см. Материал: полипропилен. Цвет: синий;394;руб.;шт;276;руб.;шт;Акция -30%;745
9059;Резак для пиццы 17 см (нерж. сталь, силикон);462;руб.;шт;278;руб.;шт;Акция -40%;324
9059-S;9059-S STAHLBERG Резак для пиццы MAGNUS 17 см (нерж. сталь, силикон);462;руб.;шт;278;руб.;шт;Акция -40%;1 467
9067-S;9067-S STAHLBERG Половник 32 см (нерж. сталь, силикон);557;руб.;шт;279;руб.;шт;Акция -50%;311
8474;Нож разделочный 20см. Материал лезвия: нерж. сталь 3CR13 с антиприлипающим покрытием. Материал ручки: пластик soft touch. Цвет лезвия: белый. Цвет ручки: черный;399;руб.;шт;280;руб.;шт;Акция -30%;206
7009-S;7009-S STAHLBERG Стакан двойной 75 мл боросиликатное стекло;562;руб.;шт;281;руб.;шт;Акция -50%;1 475
9912;Яблокочистка TAMU 19,5х3,5см Материал: AS+PP+TPR;562;руб.;шт;281;руб.;шт;Акция -50%;2 461
9072;Ложка для спагетти LAURA 33 см (нерж. сталь, нейлон);470;руб.;шт;282;руб.;шт;Акция -40%;1168
0277;Шумовка CENTURION серый цвет ручки Материал: PA66;567;руб.;шт;284;руб.;шт;Акция -50%;1 068
9071-S;9071-S STAHLBERG Шумовка 36 см (нерж. сталь, силикон);567;руб.;шт;284;руб.;шт;Акция -50%;1 381
9637;Винная пробка вакуумная..  Материал: пластик. Цвет: красный;405;руб.;шт;284;руб.;шт;Акция -30%;109
9351;Лопатка для торта (нерж сталь);953;руб.;шт;286;руб.;шт;Акция -70%;1 581
6061-S;6061-S STAHLBERG Подставка для бутылки вина 24x9.5x24cm (хромированный железный прут);573;руб.;шт;287;руб.;шт;Акция -50%;956
0283;Лопатка с прорезями CONGRESS 31,5х17,1х3,5 см серый цвет ручки Материал: PA66;578;руб.;шт;289;руб.;шт;Акция -50%;389
6429;Лопатка для торта NOVEL (нерж. сталь);481;руб.;шт;289;руб.;шт;Акция -40%;539
2091;Ложка TONUS 31см. Материал: нейлон, силикон. Цвет: черный;413;руб.;шт;290;руб.;шт;Акция -30%;1 538
2092;Ложка с прорезью TONUS 31см. Материал: нейлон, силикон. Цвет: черный;413;руб.;шт;290;руб.;шт;Акция -30%;1 636
2093;Лопатка с прорезью TONUS 31см. Материал: нейлон, силикон. Цвет: черный;413;руб.;шт;290;руб.;шт;Акция -30%;823
2094;Половник TONUS 31см. Материал: нейлон, силикон. Цвет: черный;413;руб.;шт;290;руб.;шт;Акция -30%;1 498
2095;Шумовка TONUS 32см. Материал: нейлон, силикон. Цвет: черный;413;руб.;шт;290;руб.;шт;Акция -30%;1 386
2174;Чистящее средство 200 мл., Каолин, вода, кварц молотый, смесь этоксилицированных карбоновых кислот, кислота ортофосфорная, бетонит, силикон, глицерин.;525;руб.;шт;290;руб.;шт;Распродажа;14 653
2607;Дуршлаг складной с ручкой 10 см синий (силикон, нерж сталь);1722;руб.;шт;290;руб.;шт;Распродажа;2432
2607-S;2607-S STAHLBERG Дуршлаг складной с ручкой 10 см синий (силикон, нерж сталь);1722;руб.;шт;290;руб.;шт;Распродажа;955
5843-S;5843-S STAHLBERG Крышка стеклянная к мармиту 5863-S;625;руб.;шт;290;руб.;шт;Распродажа;37
7901;Кружка EMELIE 400мл. Материал: керамика. Цвет: оранжевый.;712;руб.;шт;290;руб.;шт;Распродажа;309
7902;Кружка EMELIE 420мл. Материал: керамика. Цвет: голубой.;693;руб.;шт;290;руб.;шт;Распродажа;154
0807;Топливо в металлическом контейнере с фитилем для фондю, мармитов, чайников. Время горения 6 часов. Материал: диэтиленгликоль;365;руб.;шт;292;руб.;шт;Акция -20%;4 057
2624-S;2624-S STAHLBERG Ложка для спагетти  28х5см голубая (силикон+металл);596;руб.;шт;298;руб.;шт;Акция -50%;635
4323-S;4323-S STAHLBERG Контейнер вакуумный пластиковый для хранения продуктов 158х158х55 мл.- 600 мл желтый;701;руб.;шт;299;руб.;шт;Распродажа;229
6480;Половник MINTAKA 32,5х9,5см Оранжевый цвет Материал: PA66 Нейлон, ручка: PP TPR;499;руб.;шт;300;руб.;шт;Акция -40%;1 776
6481;Лопатка с прорезями MINTAKA 32,5х8см Красный цвет Материал: PA66 Нейлон, ручка: PP TPR;499;руб.;шт;300;руб.;шт;Акция -40%;1008
6482;Лопатка MINTAKA 32,5х8см Фиолетовый цвет Материал: PA66 Нейлон, ручка: PP TPR;499;руб.;шт;300;руб.;шт;Акция -40%;565
6483;Шумовка MINTAKA 32,5х6,5см Синий цвет Материал: PA66 Нейлон, ручка: PP TPR;499;руб.;шт;300;руб.;шт;Акция -40%;1864
6484;Лопатка MINTAKA 32,5х6,5см Зеленый цвет Материал: PA66 Нейлон, ручка: PP TPR;499;руб.;шт;300;руб.;шт;Акция -40%;1866
6485;Ложка для спагетти MINTAKA 32,5х7,3см Желтый цвет Материал: PA66 Нейлон, ручка: PP TPR;499;руб.;шт;300;руб.;шт;Акция -40%;1858
2878;Банка для приправ квадратная акриловая 8,4х8,4х6,5см с крышкой из силикона, ложкой, ручка на крышке в форме рыбки, Фиолетовый цвет Материал: PP, Силикон;602;руб.;шт;301;руб.;шт;Акция -50%;28
2879;Банка для приправ квадратная акриловая 8,4х8,4х6,5см с крышкой из силикона, ложкой, ручка на крышке в форме листика, Красный цвет Материал: PP, Силикон;602;руб.;шт;301;руб.;шт;Акция -50%;36
6332;6332 WERNER Щипцы пищевые 28 см. Материал: нейлон.;504;руб.;шт;303;руб.;шт;Акция -40%;1 385
6345;"Шумовка 33 см. Покрытие ручки ""Soft-touch"". Материал: пластик, нейлон. Цвет ручки: зеленый, фиолетовый, розовый";434;руб.;шт;304;руб.;шт;Акция -30%;593
6346;"Лопатка с прорезью 33см. Покрытие ручки ""Soft-touch"". Материал: пластик, нейлон. Цвет ручки: зеленый, фиолетовый, розовый";434;руб.;шт;304;руб.;шт;Акция -30%;242
6347;"Половник 30см. Покрытие ручки ""Soft-touch"". Материал: пластик, нейлон. Цвет ручки: зеленый, фиолетовый, розовый";434;руб.;шт;304;руб.;шт;Акция -30%;727
6348;"Ложка 33см. Покрытие ручки ""Soft-touch"". Материал: пластик, нейлон. Цвет ручки: зеленый, фиолетовый, розовый";434;руб.;шт;304;руб.;шт;Акция -30%;637
6356;"Ложка для мороженого 21см. Покрытие ручки ""Soft touch"". Материал: пластик. Цвет ручки: зеленый, фиолетовый, розовый";434;руб.;шт;304;руб.;шт;Акция -30%;336
8476;Нож поварской сантоку 17см. Материал лезвия: нерж. сталь 3CR13 с антиприлипающим покрытием. Материал ручки: пластик soft touch. Цвет лезвия: белый. Цвет ручки: черный;434;руб.;шт;304;руб.;шт;Акция -30%;141
9910;Соковыжималка для лимона TAMU 17,5х3,5см Материал: AS+PP+TPR;607;руб.;шт;304;руб.;шт;Акция -50%;408
2131;Форма силиконовая для отливки шоколадных фигур, 21х10см. Цвет: коричневый;441;руб.;шт;309;руб.;шт;Акция -30%;721
2132;Форма силиконовая для отливки шоколадных фигур, 21х10см. Цвет: коричневый;441;руб.;шт;309;руб.;шт;Акция -30%;807
2133;Форма силиконовая для отливки шоколадных фигур, 21х10см. Цвет: коричневый;441;руб.;шт;309;руб.;шт;Акция -30%;579
9069;Ложка с прорезями LAURA 35 см (нерж. сталь, нейлон);515;руб.;шт;309;руб.;шт;Акция -40%;1 197
9070;Лопатка LAURA 35 см (нерж. сталь, нейлон);515;руб.;шт;309;руб.;шт;Акция -40%;996
6575;Ложка для спагетти NOVEL (нерж. сталь);620;руб.;шт;310;руб.;шт;Акция -50%;86
9054;Резак для пиццы 22,2 см (нерж. сталь, силикон);520;руб.;шт;312;руб.;шт;Акция -40%;484
9054-S;9054-S STAHLBERG Резак для пиццы MAGNUS 22,2 см (нерж. сталь, силикон);520;руб.;шт;312;руб.;шт;Акция -40%;1 794
2810;Коврик силиконовый CLUM 17,5х17,5х0,8см;630;руб.;шт;315;руб.;шт;Акция -50%;1510
9350;Лопатка для торта (нерж сталь);1048;руб.;шт;315;руб.;шт;Акция -70%;1206
6442-S;6442-S STAHLBERG Поварская ложка - ковш CEZAR (нейлон);1053;руб.;шт;316;руб.;шт;Акция -70%;2 369
6444-S;6444-S STAHLBERG Лопатка CEZAR (нейлон, нерж.сталь);1053;руб.;шт;316;руб.;шт;Акция -70%;1 691
6445-S;6445-S STAHLBERG Ложка для спагетти CEZAR (нейлон);1053;руб.;шт;316;руб.;шт;Акция -70%;2 358
6449-S;6449-S STAHLBERG Лопатка CEZAR (нейлон);1053;руб.;шт;316;руб.;шт;Акция -70%;1 136
6452-S;6452-S STAHLBERG Лопатка CEZAR (нейлон);1053;руб.;шт;316;руб.;шт;Акция -70%;1 767
6453-S;6453-S STAHLBERG Лопатка CEZAR (нейлон);1053;руб.;шт;316;руб.;шт;Акция -70%;2 625
0203;Подставка под горячее ECO 19,5х16,7х0,5см Материал: Силикон FDA;528;руб.;шт;317;руб.;шт;Акция -40%;331
6490;Ситечко ECO 11см Материал: Силикон, S/S430;528;руб.;шт;317;руб.;шт;Акция -40%;658
2618-S;2618-S STAHLBERG Кисть кондитерская 28х5,0см красная (силикон+металл);636;руб.;шт;318;руб.;шт;Акция -50%;540
9336-S;9336-S STAHLBERG Джиггер 4,5х4,5х7,0см (металлический стаканчик с двумя мерными емкостями, нерж. сталь );636;руб.;шт;318;руб.;шт;Акция -50%;965
9909;Открывалка для бутылок TAMU 19,5х3,5см Материал: AS+PP+TPR+S/S2CR13;636;руб.;шт;318;руб.;шт;Акция -50%;860
2072;Чашка-дуршлаг. Материал: пластик. Цвет: зеленый. Размер (Д*Ш*В) : 31*26*11,5 см;533;руб.;шт;320;руб.;шт;Акция -40%;396
9068;Лопатка с прорезями LAURA 36 см (нерж. сталь, нейлон);533;руб.;шт;320;руб.;шт;Акция -40%;842
9810;Овощечистка ECO Y-формы 19,2х5,7см. Материал: нерж. сталь 430, пластик. Ручка: soft-touch;457;руб.;шт;320;руб.;шт;Акция -30%;271
2085;Лопатка с прорезями ECO 34х8см. Материал: нейлон. Ручка: soft-touch;462;руб.;шт;324;руб.;шт;Акция -30%;407
5133-S;5133-S STAHLBERG Салфетница URANUS 14,5х6,5х9см голубая (хромированный прут, пластик);539;руб.;шт;324;руб.;шт;Акция -40%;727
7010-S;7010-S STAHLBERG Стакан двойной 100 мл боросиликатное стекло;649;руб.;шт;325;руб.;шт;Акция -50%;903
9911;Нож для пиццы TAMU 19х6,5см Материал: AS+PP+TPR+S/S 18/0;649;руб.;шт;325;руб.;шт;Акция -50%;2 830
3139;3139 WERNER Складывающаяся доска для нарезки BRETTA 42,5х27х0,5см. Материал: пластик.;544;руб.;шт;327;руб.;шт;Акция -40%;1 409
